,"AEROSPACE FABRICATORS, INC.",,"N","116 HARVARD STREET",,,"WALTHAM","MA","02453","United States","7818994535",,"026019",,"EIN",,"N","N",,"3","20141113",,,,,,,"N","N","N","N","N",,
,"NNR GLOBAL LOGISTICS USA INC",,"N","145 HOOK CREWEK BOULEVARD","UNIT# C-1A",,"VALLEY STREAM","NY","11581","United States","5165615010",,"09X734",,"EIN",,"N","N",,"3","20170317",,,,,,,"N","N","N","N","N",,
,"DRS OPTRONICS, INC.",,"N","100 NORTH BABCOCK STREET",,,"MELBOURNE","FL","329356715","United States",,,"A1433W",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"AERONAUTICAL COMPONENTS, INC.",,"N","10 REITH STREET",,,"COPIAGUE","NY","117261414","United States",,,"144866",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"EURO PARTS CORPORATION",,"N","8000 N.W. 31 STREET","SUITE# 18",,"MIAMI","FL","33122","United States","3055935799",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"REUTHER MOLD & MANUFACTURING",,"N","1225 MUNROE FALLS AVENUE",,,"CUYAHOGA FALLS","OH","44221","United States",,,"490438",,"EIN",,"N","N",,"3","20080307",,,,,,,"N","N","N","N","N",,
,"MK AVIATION, LLC",,"N","10891 NW 78 TERRACE",,,"MIAMI","FL","33178","United States","3058254810","3058254810","47R232",,"EIN",,"N","Y",,"3","20110615",,"PO","IK",,,,"N","N","N","N","N",,
,"EAST AIR CORPORATION",,"N","337 SECOND STREET",,,"HACKENSACK","NJ","076012797","United States","2014876060",,"062100",,"EIN",,"N","N",,"0","20140225",,,,,,,"N","N","N","N","N",,
,"TOBYHANNA ARMY DEPOT","ASRS","N","RECEIVING 1CB6 ATTN: ASRS","CALL# 5174",,"TOBYHANNA","PA","18466","United States","5708958931","5708956992",,,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"ROBERT MCKEOWN COMPANY",,"N","111 CHAMBERS BROOK ROAD",,,"BRANCHBURG","NJ","088763567","United States",,,"060715",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"1 NATION ELECTRONICS",,"N","4027 TAMPA ROAD","SUITE# 3000",,"OLDSMAR","FL","346773215","United States",,,"0A9T82",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"MAIN SOURCE, INC.",,"N","14 CELINA AVENUE",,,"NASHUA","NH","03063","United States","8002422941",,"044362",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"VETERANS TRADING CO. LLC",,"N","1755 PROSPECTOR AVENUE","SUITE# 200",,"PARK CITY","UT","840607488","United States","4356494566",,"099E07",,"EIN",,"N","N",,"0","20130822",,,,,,,"N","N","N","N","N",,
,"OCEANEERING INTERNATIONAL INC.","RHENT DEAN","N","ACU-5",,,"CAMP PENDLETON","CA","92055","United States","7574948462",,"V9542E",,"EIN",,"N","N",,"3","20150223",,,,,,,"N","N","N","N","N",,
,"RTA INT'L","WESTPOINT COMMERCE PARK","N","2550 EMPIRE DRIVE  UNIT 240",,,"WINSTON SALEM","NC","27103","United States","2033233334",,"048E70",,"EIN",,"N","N",,"3","20170626",,,,,,,"N","N","N","N","N",,
,"SCHWEIZER AIRCRAFT CORPORATION",,"N","1250 SCHWEIZER ROAD",,,"HORSEHEADS","NY","148459017","United States",,,"128658",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"H.O. PENN MACHINERY SALES, INC.",,"N","660 UNION AVENUE",,,"HOLTSVILLE","NY","117421500","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ALL-TECH FASTENERS, INC.",,"N","66 SOUTH SECOND STREET",,,"BAY SHORE","NY","11706","United States","6312430344",,"193072",,"EIN",,"N","N",,"3","20080702",,,,,,,"N","N","N","N","N",,
,"PRECISION AERO CORPORATION",,"N","1500 EXPERIMENT FARM ROAD",,,"TROY","OH","453739457","United States","9378752991",,"X01788",,"EIN",,"N","N",,"0","20140429",,"PO","IK",,,,"N","N","N","N","N",,
,"DLA PEARL HARBOR SHIPYARD & IMF",,"N","667 SAFEGAURD STREET","BUILDING# 167","RECEIVING OFFICER","PEARL HARBOR NAVAL BASE","HI","96860","United States","8084738000",,,,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"INTERNATIONAL PRECISION PRODUCTS B.",,"N","1548 SOUTH MISSOURI AVENUE","SUITE# 122",,"CLEARWATER","FL","33756","United States","7274413414",,,,"EIN",,"N","N",,"3","20160726",,,,,,,"N","N","N","N","N",,
,"ELECTRO MECHANICAL SPECIALISTS",,"N","90 BROWN SCHOOL ROAD",,,"PRESTON","CT","063658103","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"HRENDON PRODUCTS, INC.",,"N","3120 RIVERPORT TECHNICAL CTR. DRIVE",,,"MARYLAND HEIGHTS","MO","630434814","United States",,,"99Y94E",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"J.A.G. COMPONENTS, INC.",,"N","3771 NW 126TH AVENUE","UNIT 2C",,"CORAL SPRINGS","FL","330652424","United States",,,"E624E8",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"CAMAR AIRCRAFT PARTS COMPANY",,"N","743 FLYNN ROAD",,,"CAMARILLO","CA","930128056","United States",,,"596515",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"CHARLES M. AVENA","LEAVE AT BACK DOOR PLEASE","N","171 MAIN STREET",,,"IVORYTON","CT","06442","United States","8609615342",,,,"EIN",,"N","Y",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"HONEYWELL HARDWARE PROD. GROUP",,"N","700 HENRIETTA CREEK ROAD",,,"ROANOKE","TX","762626398","United States",,,"9AV627",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"S A I C","LAURA HADCOCK","N","23 CLARA DRIVE","SUITE# 206",,"MYSTIC","CT","06355","United States","8605722315",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"NORTH AMERICAN AIRCRAFT SERIVCE",,"N","11502 JONES MALTSBERGER",,,"SAN ANTONIO","TX","78216","United States","2108050049",,"3072AR",,"EIN",,"N","N",,"3","20090721",,,,,,,"N","N","N","N","N",,
,"CHAS AND COMPANY, INC.",,"N","17472 APEX CIRCLE",,,"HUNTINGTON BEACH","CA","92647","United States","7143759450","7143759810","X95599",,"EIN",,"N","N",,"3","20100810",,"PO","IK",,,,"N","N","N","N","N",,
,"UNITED TOOL, INC.",,"N","8219 WEST BRADLEY ROAD",,,"MILWAUKEE","WI","532233286","United States","4143557441",,"575935",,"EIN",,"N","N",,"0","20130724",,,,,,,"N","N","N","N","N",,
,"R & D MANUFACTURING SERVICES",,"N","800 FAULSTICH COURT",,,"SAN JOSE","CA","951121361","United States",,,"909601",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"SCIENCE APPLICATIIONS INTL CORP",,"N","8120 MID AMERICA BOULEVARD","SUITE# 200",,"OKLAHOMA CITY","OK","731356613","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"BH ELECTRONICS, INC.",,"N","604 MICHIGAN ROAD",,,"MARSHALL","MN","56258","United States","5075323211","5075323705",,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"PLEXIS FREIGHT","CYNTHIA HARYANTO OR FERRY SOEN","N","815-817 WEST ARBOR VITEA STREET",,,"INGLEWOOD","CA","90301","United States","3102153725220","3102153948","743163",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"TIMCO-LAKE CITY","PURCHASING 386-758-3000","N","102 S.E. ACADEMIC AVENUE",,,"LAKE CITY","FL","32025","United States",,,"369186",,"EIN",,"N","N",,"3","20090130",,,,,,,"N","N","N","N","N",,
,"TOBYHANNA ARMY DEPOT","ASRS","N","RECEIVING 1CB6 ATTN: ASRS","CALL# 0396",,"TOBYHANNA","PA","18466","United States","5708958931","5708956992",,,"EIN",,"N","N",,"3","20120614",,,,,,,"N","N","N","N","N",,
,"DB ROBERTS COMPANY",,"N","701 BETA DRIVE STE 9",,,"CLEVELAND","OH","44143","United States",,,"6578W1",,"EIN",,"N","N",,"3","20171023",,,,,,,"N","N","N","N","N",,
,"YORK ELECTRO-MECHANICAL CORPORATION",,"N","120 ROSE COURT",,,"YORK","PA","174068410","United States","7177645262","7177645362","V57F40",,"EIN",,"N","N",,"3","20141002",,"PO","IK",,,,"N","N","N","N","N",,
,"BE-TECHNOLOGIES LTD",,"N","1305 W.BELT LINE ROAD #311",,,"CARROLLTON","TX","75006","United States",,,,,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"TAYLOR COMMUNICATIONS","BARBARA DeHART","N","600 ALBANY STREET",,,"DAYTON","OH","45417","United States","9372213251",,,,"EIN",,"N","N",,"3","20170503",,,,,,,"N","N","N","N","N",,
,"LINTECH COMPONENTS, CO.",,"N","710-8 UNION PARKWAY",,,"RONKONKOMA","NY","117797428","United States",,,"194631",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"BOEING AEROSPACE","LINDA ASH","N","925 CORONADO BOULEVARD",,,"UNIVERSAL CITY","TX","78148","United States","2106583871",,,,"EIN",,"N","N",,"3","20090501",,,,,,,"N","N","N","N","N",,
,"NASA DRYDEN FLIGHT RESEARCH CENTER","G-III/804 & DC-8 PC10926844","N","BUILIDING# 4876 WAREHOUSE# 6",,,"EDWARDS","CA","93523","United States","2814433533",,"7X7378",,"EIN",,"N","N",,"3","20110527",,,,,,,"N","N","N","N","N",,
,"CHANDLER/MAY, INC.",,"N","133 WEST PARK LOOP",,,"HUNTSVILLE","AL","35806","United States","2563197278",,"3X5697",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"EL DORADO MOLDS",,"N","2691 MERCANTILE DRIVE",,,"RANCHO CORDOVA","CA","957426521","United States","9166354558",,"X96020",,"EIN",,"N","N",,"0","20140409",,,,,,,"N","N","N","N","N",,
,"ACCESSORIES FOR ELECTRONICS, INC.","PETER","N","195-Q CENTRAL AVENUE",,,"FARMINGDALE","NY","117356904","United States","5168470158",,"155245",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"BISCO INDUSTRIES CANADA...","RECEIVING DEPARTMENT","N","1173 NORTH SERVICE ROAD WEST",,,"OAKVILLE","ON","L6M2V9","Canada","7146932901",,"8X2587",,"OTHER",,"N","N",,"3","20180109",,"PO","IK",,,,"N","N","N","N","N",,
,"MET-CON INC","JEFF RAINES","N","465 CANAVERAL GROVES BLVD.",,,"COCOA","FL","329264663","United States",,,"3X9905",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"OAK RIDGE TOO-ENGINEERING, INC.",,"N","777 EMORY VALLEY ROAD",,,"OAK RIDGE","TN","378307071","United States",,,"312683",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"COWTOWN BOLT AND GASKET CO.","COMM. & MIL SALES DIV.","N","3336 STUART DRIVE",,,"FORT WORTH","TX","761104322","United States",,,"8240YW",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"TEXTRON",,"N","7406 HOLLISTER AVENUE",,,"GOLETA","CA","93117","United States","8059688829",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"FIRST CALL INTERNATIONAL, INC.",,"N","6329 AIRPORT FREEWAY","SUITE G",,"FT WORTH","TX","761176602","United States","8175068715",,"F6437Y",,"EIN",,"N","N",,"0","20140304",,,,,,,"N","N","N","N","N",,
,"RADIANCE ELECTRONICS, LLC",,"N","101 CHRISTOPHER STREET","SUITE B",,"RONKONKOMA","NY","11779","United States","6317387533","6317387537","9Y3Y51",,"EIN",,"N","N",,"3","20100909",,"PO","IK",,,,"N","N","N","N","N",,
,"THALESRAYTHEON SYSTEMS",,"N","1801 HUGHES DR",,,"FULLERTON","CA","928332200","United States",,,"920244",,"EIN",,"N","N",,"0","20130712",,,,,,,"N","N","N","N","N",,
,"PNEU-TECH AEROSPACE,INC.",,"N","4121 CENTERLINE LANE",,,"SANFORD","FL","32773","United States","4075853670",,"9E0245",,"EIN",,"N","N",,"3","20190123",,,,,,,"N","N","N","N","N",,
,"PLASTIC & METAL COMPONENTS","LINDA","N","381 BRIDGEPORT AVENUE",,,"MILFORD","CT","064604161","United States",,,"034861",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ENDLESS MOUNTAIN SPECIALTIES, INC.",,"N","RR7 BOX 7032",,,"MONTROSE","PA","188019508","United States",,,"2Y3F17",,"EIN",,"N","Y",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"NETZER METALCRAFT, INC.",,"N","1600 W. 41ST STREET",,,"BALTIMORE","MD","212111597","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"CENTROID, INC.",,"N","111 AMES COURT",,,"PLAINVIEW","NY","118032307","United States","5163490070",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"FABORY USA, LTD.",,"N","2240 29TH STREET SOUTH EAST","GRAND RAPIDS",,"GRAND RAPIDS","MI","49508","United States",,,"421797",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ACER AMERICA REPAIR","SERVICE REQUEST NUMBER: 1-389P8D","N","1394 EBERHARDT ROAD",,,"TEMPLE","TX","76504","United States",,,,,"EIN",,"N","N",,"3","20080125",,,,,,,"N","N","N","N","N",,
,"EMPIRE COMPONENTS, INC.",,"N","3855 EAST TREMONT AVENUE",,,"BRONX","NY","10465","United States","3478107518",,"A7E400",,"EIN",,"N","N",,"3","20100628",,,,,,,"N","N","N","N","N",,
,"ANA TRADING CO., LTD","C/O ALL NIPPON AIRWAYS CO., LTD","N","3-5-5 HANEDA AIRPORT","OTA-KU, TOKYO JAPAN","COMPONENT MAINTENANCE BUIDLING","OTA-KU","TOKYO","1440041","Japan","81364282675",,"35Y80W",,"OTHER",,"N","N",,"3","20130520",,"IK","PO",,,,"N","N","N","N","N",,
,"HERNDON PRODUCTS., INC.",,"N","24310 GARNIER STREET",,,"TORRANCE","CA","905055327","United States",,,"WX5446",,"EIN",,"N","N",,"3","20151216",,"PO","IK",,,,"N","N","N","N","N",,
,"NETSOURCE TECHNOLOGY,INC","SHIPPING DEPARTMENT","N","951 CALLE NEGOCIO,UNIT B",,,"SAN CLEMENTE","CA","92673","United States",,,"E83927",,"EIN",,"N","N",,"3","20181213",,,,,,,"N","N","N","N","N",,
,"IMAGE INTERPRETATION SYSTEMS",,"N","78 SCHYLER BALDWIN DRIVE",,,"FAIRPORT","NY","144509196","United States",,,"127288",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"LEATHERWOOD ELECTRONICS & MFG., INC",,"N","4355 DORCHESTER ROAD",,,"CHAS","SC","294057430","United States",,,"E39676",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"BAY CITIES TOOL & SUPPLY",,"N","35367-D FIRCREST STREET",,,"NEWARK","CA","94560","United States",,,"951985",,"EIN",,"N","N",,"3","20080515",,,,,,,"N","N","N","N","N",,
,"SPECTECH USA, INC.",,"N","6203 SOUTH 39TH AVENUE",,,"TULSA","OK","74132","United States","91879183216038","9187948818","12YA41",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"TRIDENT AEROSPACE & ELECTRONICS,INC",,"N","572 1ST AVENUE NORTH",,,"ST PETERSBURG","FL","33701","United States",,,"4W452V",,"EIN",,"N","N",,"3","20190409",,,,,,,"N","N","N","N","N",,
,"ENDICOTT PRECISION, INC.","NANCY GULICK","N","1328-30 CAMPVILLE ROAD",,,"ENDICOTT","NY","137604414","United States",,,"115743",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"SCALED COMPOSITES, LLC",,"N","1624 FLIGHT LINE ROAD","MOJAVE AIRPORT","HANGER 78","MOJAVE","CA","935011663","United States","6618244541",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"DEL BRAVO FORWARDING","FOR PARKWAY-HS, LLC","N","1102 SANTO TOMAS","ICC INDUSTRIAL PARK",,"LAREDO","TX","78045","United States","9564172628",,"413845",,"EIN",,"N","N",,"3","20141002",,"PO","IK",,,,"N","N","N","N","N",,
,"CUSTOM PRODUCTS INTERNATIONAL INC.",,"N","9580 TOPANGA CAYNON BOULEVARD",,,"CHATSWORTH","CA","91311","United States","8189934303",,"93188X",,"EIN",,"N","N",,"3","20120409",,,,,,,"N","N","N","N","N",,
,"AVIOINGENIERIA","CARLOS NUNEZ","N","CALLE 24D NO 40-53",,,"BOGOTA","QUINTAPAREDES",,"Colombia","5715702743",,,,"OTHER",,"N","N",,"3","20140310",,"IK","PO",,,,"N","N","N","N","N",,
,"UNDER ARMOUR DISTRIBUTION HOUSE",,"N","1010 SWAN CREEK DRIVE","SUITE  C","DOCK DOOR# 33","CURTIS BAY","MD","21226","United States","8881816687",,,,"EIN",,"N","N",,"3","20141015",,,,,,,"N","N","N","N","N",,
,"DIRECT AEROSYSTEMS. INC.",,"N","777 NORTH DILLON DRIVE",,,"WOOD DALE","IL","60191","United States","6309480260",,"3V627F",,"EIN",,"N","N",,"3","20151027",,,,,,,"N","N","N","N","N",,
,"MASTER TOOL & MACHINE, INC.",,"N","13 GRACE AVENUE",,,"PLAINVILLE","CT","060622849","United States","8607472581","8607472594","X51W86",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"RTSC ES251",,"N","12792 RESEARCH PARKWAY",,,"ORLANDO","FL","32826","United States","9034088042",,"8E39R5",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"CENTURY FASTENERS.CORP",,"N","8220 ENGLAND STREET",,,"CHARLOTTE","NC","28273","United States","1784465000",,"217711",,"EIN",,"N","N",,"3","20141002",,,,,,,"N","N","N","N","N",,
,"STANDARD HARDWARE",,"N","1500 ROYAL PARKWAY",,,"EULESS","TX","760406726","United States",,,"751842",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"CHARMIN ENTERPRISES","MIKE","N","107 WEST HARRIS STREET",,,"EATON","IN","473389400","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"TROPIC FASTENERS, LLC",,"N","255 SEMORAN COMMERCE PLACE","SUITE# 113",,"APOPKA","FL","32703","United States","4077031582","4077031590","1136Y8",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"COMPONENT SOURCE, INC.",,"N","202 NORTH LAUREL AVENUE",,,"SANFORD","FL","327711224","United States","4073021515",,"V8W279",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ODYSSEY ELECTRONICS LTD",,"N","659 CHANDLER STREET",,,"TEWKSBURY","MA","018763703","United States","9786409453",,"3758X4",,"EIN",,"N","N",,"0","20140314",,"PO","IK",,,,"N","N","N","N","N",,
,"BRIGHT MACHINERY MFG GROUP INC.",,"N","239 LINDBERGH PLACE","BUILDING# 2A",,"PATERSON","NJ","07503","United States","9733457405",,"83R430",,"EIN",,"N","N",,"3","20150909",,,,,,,"N","N","N","N","N",,
,"FASTENAL COMPANY",,"N","4910 COMMERCIAL DR.","STE D",,"HUNTSVILLE","AL","35816","United States","2564304452",,"3F238V",,"EIN",,"N","N",,"3","20190220",,,,,,,"N","N","N","N","N",,
,"ADL TECHNOLOGY, INC.",,"N","3580 FISHER ROAD",,,"COLUMBUS","OH","432281010","United States",,,"933W48",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"LUMINESCENT SYSTEMS, INC.",,"N","130 COMMERCE WAY",,,"EAST AURORA","NY","140522191","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"FOREST CITY PACKAGING",,"N","3607 WEST 56TH STREET",,,"CLEVELAND","OH","441025739","United States",,,"44X675",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"SANAIR PRODUCTS",,"N","5456 E. MCDOWELL ROAD","STE# 115",,"MESA","AZ","85215","United States",,,"7951E0",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"KEITH PRODUCTS, INC.",,"N","4554 CLAIRE CHENNAULT",,,"ADDISON","TX","75001","United States","9724071234",,"754108",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"MARION TOOL & DIE, INC.",,"N","1126 WEST NATIONAL AVENUE",,,"WEST TERRE HAUTE","IN","47885","United States","8125339800",,"1E5Y18",,"EIN",,"N","N",,"3","20110519",,,,,,,"N","N","N","N","N",,
,"INFLITE (SOUTHEND) LTD","RECEIVING DEPARTMENT","N","NORTH HANGAR AVIATION WAY",,,"SOUTHEND","ESSEX","SS26UN","England","441702541564",,"220V16",,"OTHER",,"N","N",,"3","20110718",,"IK","PO",,,,"N","N","N","N","N",,
,"GOAERO LLC",,"N","7680 AIRLINE ROAD","BOX C",,"GREENSBORO","NC","27409","United States","3362951348",,"V80E98",,"EIN",,"N","N",,"3","20150724",,,,,,,"N","N","N","N","N",,
,"MAYDAY AVIATION, INC.",,"N","1226 CORPORATE DRIVE","WEST SUITE D",,"ARLINGTON","TX","76006","United States",,,"774865",,"EIN",,"N","N",,"3","20181112",,,,,,,"N","N","N","N","N",,
,"WINSOFT CORPORATION",,"N","1932 E. DEERE AVENUE","STE#110",,"SANTA ANA","CA","927055716","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"BLUE SKY INDUSTRIES, INC",,"N","5989 RICKENBACKER ROAD",,,"COMMERCE","CA","900403029","United States",,,"2510W6",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"RAYTHEON COMPANY (ESD)",,"N","353 JAMES RECORD ROAD",,,"HUNTSVILLE","AL","358241515","United States",,,"041731",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"SHERBURN ELECTRONICS CORPORATION",,"N","175 COMMERCE DRIVE",,,"HAUPPAUGE","NY","11788","United States","6312314300",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"JB HENDERSON CONSTRUCTION COMPANY",,"N","10100 TRUMBULL AVENUE SE",,,"ALBUQUERQUE","NM","871233256","United States",,,"1T5T25",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"AJ ASSOCIATES, INC.",,"N","11346 53RD STREET NORTH",,,"CLEARWATER","FL","33760","United States","7275390994",,"X16W59",,"EIN",,"N","N",,"3","20110117",,,,,,,"N","N","N","N","N",,
,"EAGLE-HIGH INTERNATIONAL",,"N","15298 EL PRADO ROAD",,,"CHINO","CA","91710","United States","9096066998",,"4A7E50",,"EIN",,"N","N",,"3","20180328",,"PO","IK",,,,"N","N","N","N","N",,
,"M.T.S.I./MOBILE TECHNICAL SYS, INC.",,"N","6225 W. PICACHO AVENUE",,,"LAS CRUCES","NM","88005","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"TRIANGLE ELECTRONICS GROUP",,"N","1900 OCEAN AVENUE",,,"RONKONKOMA","NY","117796520","United States",,,"12042E",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"TMS SPECIALTIES MANUFACTURING",,"N","1240 KING STREET",,,"TALLADEGA","AL","351603678","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"C.U. TRANSPORT","CHRIS LAM","N","16725 GALE AVENUE",,,"CITY INDUSTRY","CA","91745","United States","2819680718",,"202R78",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"THE FASTENER GROUP",,"N","145 BODWELL STREET","UNIT K",,"AVON","MA","02322","United States","5084367600",,"02X293",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"RAM, INC.","DROP SHIP FOR CORDOVA CORPOARTION","N","808 EAST 6TH STREET",,,"CISCO","TX","76437","United States","8179212635",,"096VA0",,"EIN",,"N","N",,"3","20110309",,,,,,,"N","N","N","N","N",,
,"ACA CORPORATION",,"N","19 STERLING ROAD","UNIT# 5B",,"NORTH BILLERICA","MA","01862","United States","9783621947","9783622194","664915",,"EIN",,"N","N",,"3","20120426",,"PO","IK",,,,"N","N","N","N","N",,
,"BISCO INDUSTRIES",,"N","12 LINSCOTT ROAD",,,"WOBURN","MA","018012079","United States","7819388590",,"936095",,"EIN",,"N","N",,"0","20140926",,"PO","IK",,,,"N","N","N","N","N",,
,"ELECTRONIC CONNECTIONS INTL",,"N","195 LEHIGH AVE UNIT 3",,,"LAKEWOOD","NJ","08701","United States",,,"20136W",,"EIN",,"N","N",,"3","20170901",,,,,,,"N","N","N","N","N",,
,"NAVAIR SEFAC/DYNCORP.",,"N","BLDG #105 2nd AVENUE",,,"SOLOMONS","MD","20688","United States",,,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"BEN MACHINE PRODUCTS CO. INC.","RECIEVING DEPARTMENT","N","6 ABACUS ROAD",,,"BRAMPTON","ON","L6T5B7","Canada","9057941732",,"F93090",,"OTHER",,"N","N",,"3","20080110",,"IK","PO",,,,"N","N","N","N","N",,
,"MUSTANG TECHNOLOGY GROUP",,"N","400 WEST BETHANY","SUITE# 110",,"ALLEN","TX","750133714","United States","9727470707","9727477961",,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"THE LEE COMPANY",,"N","2 PETTIPAUG ROAD",,,"WESTBROOK","CT","064980424","United States","8602996281",,,,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"CARIBE ELECTRONICS LTD INC.",,"N","149 RIBERIA STREET",,,"SAINT AUGUSTINE","FL","32084","United States","9048298389",,"2720X0",,"EIN",,"N","N",,"3","20100208",,,,,,,"N","N","N","N","N",,
,"EXELIS, INC.",,"N","7821 ORION AVENUE",,,"VAN NUYS","CA","914062029","United States","8664488372","8189012512","926702",,"EIN",,"N","N",,"0","20140723",,"PO","IK",,,,"N","N","N","N","N",,
,"E & A PRODUCTS, INC.",,"N","4129 85TH AVENUE NORTH",,,"BROOKLYN PARK","MN","554431911","United States",,,"557392",,"EIN",,"N","Y",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ROBERTSON MANUFACTURING, INC.",,"N","112 WOODLAND AVENUE",,,"WEST GROVE","PA","193901118","United States",,,"E648W0",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"ASSEMBLY FASTENERS, INC",,"N","255 SEMORAN COMMERCE PLACE","SUITE 101",,"APOPKA","FL","327035621","United States",,,"92A26V",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
,"AERO HARDWARE & PARTS CO., INC.",,"N","130 BUSINESS PARK DRIVE",,,"ARMONK","NY","105041727","United States",,,"148684",,"EIN",,"N","N",,"3","20080110",,,,,,,"N","N","N","N","N",,
